price,bedrooms,square_feet,pets_allowed,pets_yes,pets_label
982.0,2.0,740.0,,False,нет
760.0,2.0,650.0,Cats,True,да
2555.0,2.0,1322.0,,False,нет
1923.0,1.0,730.0,,False,нет
1770.0,1.0,842.0,,False,нет
1495.0,2.0,815.0,,False,нет
1055.0,2.0,830.0,"Cats,Dogs",True,да
1420.0,1.0,771.0,"Cats,Dogs",True,да
1495.0,2.0,815.0,,False,нет
765.0,2.0,430.0,,False,нет
1064.0,2.0,1108.0,"Cats,Dogs",True,да
998.0,2.0,730.0,,False,нет
775.0,2.0,430.0,,False,нет
954.0,2.0,1108.0,"Cats,Dogs",True,да
1840.0,3.0,1141.0,"Cats,Dogs",True,да
1001.0,2.0,1100.0,,False,нет
750.0,1.0,550.0,,False,нет
1180.0,1.0,651.0,,False,нет
874.0,1.0,609.0,"Cats,Dogs",True,да
975.0,1.0,684.0,,False,нет
1110.0,2.0,960.0,"Cats,Dogs",True,да
1859.0,3.0,1654.0,"Cats,Dogs",True,да
2800.0,1.0,741.0,"Cats,Dogs",True,да
1747.0,2.0,1222.0,"Cats,Dogs",True,да
1025.0,1.0,740.0,"Cats,Dogs",True,да
1633.0,2.0,1103.0,"Cats,Dogs",True,да
2895.0,1.0,752.0,,False,нет
1070.0,2.0,960.0,"Cats,Dogs",True,да
995.0,1.0,480.0,"Cats,Dogs",True,да
2450.0,2.0,1188.0,,False,нет
1100.0,1.0,800.0,,False,нет
4687.0,2.0,1874.0,,False,нет
2930.0,3.0,617.0,"Cats,Dogs",True,да
1763.0,2.0,1177.0,"Cats,Dogs",True,да
1805.0,2.0,952.0,,False,нет
599.0,3.0,1500.0,,False,нет
3450.0,1.0,819.0,,False,нет
935.0,1.0,840.0,"Cats,Dogs",True,да
1151.0,2.0,1008.0,,False,нет
1190.0,2.0,960.0,"Cats,Dogs",True,да
1140.0,2.0,960.0,"Cats,Dogs",True,да
599.0,3.0,1500.0,,False,нет
1115.0,1.0,800.0,"Cats,Dogs",True,да
925.0,2.0,902.0,,False,нет
1045.0,3.0,1462.0,,False,нет
1629.0,2.0,820.0,"Cats,Dogs",True,да
925.0,2.0,1100.0,,False,нет
925.0,1.0,782.0,,False,нет
2000.0,2.0,1400.0,,False,нет
4687.0,2.0,1874.0,,False,нет
1280.0,1.0,625.0,"Cats,Dogs",True,да
709.0,2.0,530.0,"Cats,Dogs",True,да
3890.0,2.0,1125.0,,False,нет
2365.0,1.0,724.0,,False,нет
792.0,1.0,913.0,"Cats,Dogs",True,да
1485.0,2.0,1040.0,"Cats,Dogs",True,да
1199.0,2.0,1120.0,,False,нет
1580.0,2.0,950.0,"Cats,Dogs",True,да
595.0,2.0,798.0,"Cats,Dogs",True,да
1834.0,3.0,1226.0,"Cats,Dogs",True,да
525.0,2.0,850.0,"Cats,Dogs",True,да
650.0,2.0,1000.0,,False,нет
1974.0,5.0,1628.0,,False,нет
970.0,1.0,697.0,,False,нет
1655.0,1.0,731.0,,False,нет
1328.0,2.0,1129.0,"Cats,Dogs",True,да
1650.0,2.0,1170.0,,False,нет
1925.0,1.0,594.0,,False,нет
918.0,1.0,622.0,,False,нет
935.0,1.0,753.0,"Cats,Dogs",True,да
815.0,1.0,560.0,"Cats,Dogs",True,да
2183.0,1.0,821.0,,False,нет
1825.0,2.0,921.0,"Cats,Dogs",True,да
1460.0,3.0,1425.0,,False,нет
995.0,1.0,855.0,,False,нет
1280.0,2.0,1175.0,"Cats,Dogs",True,да
1399.0,1.0,896.0,"Cats,Dogs",True,да
1124.0,1.0,692.0,,False,нет
2425.0,3.0,1511.0,"Cats,Dogs",True,да
1287.0,1.0,973.0,,False,нет
2479.0,2.0,1191.0,,False,нет
2125.0,2.0,983.0,"Cats,Dogs",True,да
2450.0,2.0,1300.0,,False,нет
1725.0,1.0,876.0,"Cats,Dogs",True,да
1835.0,2.0,1245.0,,False,нет
1850.0,2.0,664.0,,False,нет
1395.0,1.0,700.0,,False,нет
725.0,1.0,450.0,"Cats,Dogs",True,да
1420.0,2.0,756.0,,False,нет
1390.0,1.0,644.0,"Cats,Dogs",True,да
500.0,2.0,660.0,"Cats,Dogs",True,да
600.0,3.0,938.0,,False,нет
1315.0,1.0,644.0,"Cats,Dogs",True,да
827.0,2.0,1087.0,,False,нет
1140.0,2.0,900.0,,False,нет
1425.0,2.0,1100.0,,False,нет
1650.0,1.0,525.0,,False,нет
495.0,1.0,670.0,,False,нет
1905.0,2.0,1192.0,"Cats,Dogs",True,да
1575.0,1.0,874.0,"Cats,Dogs",True,да
1435.0,2.0,490.0,"Cats,Dogs",True,да
843.0,2.0,1087.0,,False,нет
1805.0,2.0,1326.0,"Cats,Dogs",True,да
1800.0,1.0,566.0,,False,нет
1303.0,2.0,1113.0,,False,нет
1675.0,1.0,566.0,,False,нет
1307.0,2.0,954.0,"Cats,Dogs",True,да
1695.0,3.0,1160.0,,False,нет
1104.0,1.0,270.0,,False,нет
1795.0,2.0,850.0,"Cats,Dogs",True,да
1175.0,2.0,1000.0,,False,нет
1182.0,2.0,893.0,,False,нет
1075.0,2.0,1173.0,,False,нет
1015.0,2.0,836.0,"Cats,Dogs",True,да
2115.0,3.0,1105.0,,False,нет
925.0,1.0,846.0,,False,нет
750.0,2.0,900.0,Cats,True,да
1540.0,1.0,650.0,,False,нет
1025.0,2.0,1094.0,"Cats,Dogs",True,да
3988.0,2.0,1138.0,,False,нет
2015.0,2.0,956.0,,False,нет
860.0,1.0,500.0,,False,нет
1915.0,2.0,932.0,"Cats,Dogs",True,да
1090.0,1.0,897.0,"Cats,Dogs",True,да
1105.0,2.0,1173.0,,False,нет
1079.0,2.0,1082.0,,False,нет
699.0,1.0,724.0,"Cats,Dogs",True,да
1965.0,2.0,956.0,,False,нет
1070.0,2.0,1145.0,"Cats,Dogs",True,да
1695.0,2.0,925.0,,False,нет
1054.0,2.0,1040.0,,False,нет
1475.0,1.0,740.0,,False,нет
2065.0,3.0,1105.0,,False,нет
1595.0,3.0,1915.0,,False,нет
1995.0,2.0,925.0,,False,нет
1579.0,2.0,900.0,"Cats,Dogs",True,да
1795.0,2.0,825.0,Cats,True,да
1090.0,1.0,681.0,"Cats,Dogs",True,да
2400.0,2.0,1170.0,,False,нет
894.0,1.0,682.0,,False,нет
1735.0,2.0,1004.0,,False,нет
1049.0,1.0,760.0,,False,нет
974.0,1.0,740.0,,False,нет
700.0,1.0,750.0,Cats,True,да
1250.0,2.0,1125.0,,False,нет
1495.0,2.0,750.0,,False,нет
615.0,1.0,659.0,Cats,True,да
765.0,2.0,925.0,,False,нет
1550.0,2.0,880.0,"Cats,Dogs",True,да
1736.0,2.0,1004.0,"Cats,Dogs",True,да
1449.0,1.0,671.0,,False,нет
1330.0,3.0,898.0,"Cats,Dogs",True,да
700.0,2.0,750.0,,False,нет
1171.0,2.0,1177.0,"Cats,Dogs",True,да
1210.0,2.0,985.0,,False,нет
1350.0,1.0,550.0,,False,нет
1635.0,2.0,560.0,"Cats,Dogs",True,да
1779.0,2.0,831.0,,False,нет
1550.0,3.0,1767.0,,False,нет
462.0,2.0,851.0,"Cats,Dogs",True,да
2383.0,3.0,1275.0,,False,нет
2410.0,1.0,1250.0,"Cats,Dogs",True,да
959.0,1.0,760.0,"Cats,Dogs",True,да
930.0,3.0,1280.0,"Cats,Dogs",True,да
1474.0,2.0,1343.0,,False,нет
1424.0,2.0,1294.0,"Cats,Dogs",True,да
2825.0,1.0,848.0,"Cats,Dogs",True,да
1443.0,2.0,1048.0,,False,нет
1798.0,2.0,1381.0,,False,нет
1335.0,2.0,1294.0,"Cats,Dogs",True,да
901.0,1.0,725.0,,False,нет
2125.0,1.0,736.0,,False,нет
2150.0,2.0,900.0,,False,нет
2485.0,2.0,972.0,"Cats,Dogs",True,да
1070.0,2.0,1100.0,,False,нет
1464.0,2.0,1294.0,,False,нет
1374.0,2.0,961.0,,False,нет
989.0,1.0,860.0,,False,нет
1600.0,2.0,1095.0,"Cats,Dogs",True,да
1374.0,2.0,961.0,,False,нет
1395.0,1.0,735.0,,False,нет
729.0,1.0,708.0,,False,нет
1450.0,3.0,1484.0,,False,нет
1724.0,2.0,864.0,"Cats,Dogs",True,да
2380.0,1.0,774.0,"Cats,Dogs",True,да
2200.0,1.0,664.0,"Cats,Dogs",True,да
896.0,1.0,614.0,,False,нет
1724.0,2.0,864.0,"Cats,Dogs",True,да
1260.0,1.0,774.0,"Cats,Dogs",True,да
1190.0,3.0,1388.0,Cats,True,да
2304.0,1.0,755.0,,False,нет
1475.0,1.0,700.0,"Cats,Dogs",True,да
1326.0,1.0,500.0,"Cats,Dogs",True,да
1424.0,1.0,600.0,,False,нет
1179.0,1.0,688.0,"Cats,Dogs",True,да
1513.0,2.0,1115.0,,False,нет
1045.0,2.0,1200.0,,False,нет
1860.0,1.0,695.0,,False,нет
1650.0,3.0,1592.0,,False,нет
2230.0,1.0,773.0,"Cats,Dogs",True,да
620.0,2.0,856.0,,False,нет
1326.0,1.0,500.0,"Cats,Dogs",True,да
986.0,1.0,777.0,,False,нет
1821.0,2.0,1043.0,"Cats,Dogs",True,да
1275.0,3.0,1140.0,,False,нет
1821.0,2.0,1195.0,,False,нет
970.0,1.0,647.0,,False,нет
800.0,1.0,901.0,,False,нет
2415.0,3.0,1032.0,,False,нет
797.0,1.0,490.0,,False,нет
1850.0,2.0,1530.0,"Cats,Dogs",True,да
1300.0,1.0,715.0,Cats,True,да
800.0,1.0,300.0,,False,нет
1342.0,1.0,825.0,,False,нет
1260.0,4.0,1754.0,,False,нет
2290.0,2.0,938.0,,False,нет
1380.0,2.0,867.0,,False,нет
1416.0,2.0,905.0,"Cats,Dogs",True,да
1358.0,2.0,804.0,"Cats,Dogs",True,да
1112.0,1.0,630.0,,False,нет
1085.0,1.0,630.0,,False,нет
1007.0,1.0,810.0,,False,нет
850.0,1.0,625.0,,False,нет
1060.0,2.0,1054.0,"Cats,Dogs",True,да
1175.0,1.0,637.0,,False,нет
3990.0,3.0,1356.0,,False,нет
1985.0,2.0,999.0,"Cats,Dogs",True,да
569.0,1.0,576.0,,False,нет
965.0,1.0,792.0,"Cats,Dogs",True,да
1850.0,3.0,1336.0,"Cats,Dogs",True,да
1054.0,2.0,1000.0,,False,нет
3226.0,2.0,1175.0,,False,нет
1245.0,2.0,981.0,,False,нет
1464.0,1.0,580.0,"Cats,Dogs",True,да
1490.0,2.0,1081.0,,False,нет
1540.0,2.0,1167.0,"Cats,Dogs",True,да
1385.0,2.0,855.0,"Cats,Dogs",True,да
1180.0,2.0,876.0,,False,нет
1280.0,1.0,690.0,,False,нет
1421.0,1.0,650.0,,False,нет
639.0,1.0,800.0,,False,нет
1150.0,1.0,950.0,"Cats,Dogs",True,да
819.0,1.0,674.0,"Cats,Dogs",True,да
945.0,1.0,825.0,,False,нет
1421.0,1.0,650.0,,False,нет
1421.0,1.0,650.0,,False,нет
1420.0,2.0,880.0,,False,нет
1395.0,4.0,2377.0,,False,нет
1787.0,1.0,758.0,,False,нет
719.0,2.0,870.0,,False,нет
1185.0,2.0,440.0,,False,нет
1515.0,1.0,826.0,,False,нет
1666.0,2.0,1109.0,"Cats,Dogs",True,да
960.0,1.0,707.0,"Cats,Dogs",True,да
1100.0,2.0,972.0,"Cats,Dogs",True,да
1230.0,1.0,735.0,"Cats,Dogs",True,да
2159.0,2.0,1259.0,,False,нет
1840.0,2.0,1104.0,,False,нет
1649.0,1.0,739.0,,False,нет
1370.0,1.0,752.0,,False,нет
1869.0,2.0,825.0,,False,нет
1090.0,2.0,988.0,"Cats,Dogs",True,да
1575.0,1.0,752.0,,False,нет
1575.0,1.0,752.0,,False,нет
1877.0,2.0,1121.0,,False,нет
879.0,1.0,906.0,,False,нет
685.0,2.0,788.0,,False,нет
1475.0,2.0,1100.0,,False,нет
1435.0,1.0,750.0,"Cats,Dogs",True,да
1410.0,1.0,750.0,"Cats,Dogs",True,да
1336.0,2.0,1291.0,,False,нет
1805.0,2.0,920.0,"Cats,Dogs",True,да
1266.0,1.0,884.0,"Cats,Dogs",True,да
1670.0,2.0,1103.0,"Cats,Dogs",True,да
1400.0,2.0,975.0,"Cats,Dogs",True,да
1606.0,2.0,1225.0,"Cats,Dogs",True,да
1422.0,2.0,1291.0,,False,нет
1327.0,1.0,790.0,"Cats,Dogs",True,да
955.0,1.0,785.0,"Cats,Dogs",True,да
709.0,2.0,651.0,,False,нет
1185.0,1.0,724.0,"Cats,Dogs",True,да
1750.0,2.0,1200.0,,False,нет
1399.0,1.0,680.0,,False,нет
1970.0,3.0,1342.0,"Cats,Dogs",True,да
1603.0,2.0,1089.0,,False,нет
1715.0,2.0,1381.0,"Cats,Dogs",True,да
855.0,1.0,733.0,"Cats,Dogs",True,да
1047.0,1.0,678.0,,False,нет
1505.0,2.0,1219.0,,False,нет
1113.0,3.0,1108.0,,False,нет
795.0,2.0,884.0,"Cats,Dogs",True,да
970.0,2.0,742.0,"Cats,Dogs",True,да
1095.0,1.0,700.0,Cats,True,да
1040.0,1.0,761.0,,False,нет
1065.0,1.0,761.0,,False,нет
729.0,2.0,820.0,,False,нет
2000.0,3.0,1769.0,,False,нет
2165.0,3.0,1672.0,,False,нет
2264.0,1.0,756.0,"Cats,Dogs",True,да
685.0,1.0,433.0,,False,нет
1241.0,2.0,1100.0,"Cats,Dogs",True,да
2139.0,2.0,1122.0,"Cats,Dogs",True,да
920.0,2.0,990.0,"Cats,Dogs",True,да
2680.0,2.0,1176.0,"Cats,Dogs",True,да
930.0,1.0,672.0,"Cats,Dogs",True,да
2989.0,3.0,1226.0,,False,нет
1100.0,2.0,950.0,"Cats,Dogs",True,да
2371.0,2.0,1183.0,,False,нет
790.0,1.0,720.0,,False,нет
1215.0,2.0,925.0,,False,нет
1845.0,2.0,870.0,"Cats,Dogs",True,да
1120.0,2.0,960.0,"Cats,Dogs",True,да
1189.0,2.0,1011.0,,False,нет
2025.0,1.0,656.0,,False,нет
1369.0,3.0,1375.0,,False,нет
1135.0,2.0,1096.0,,False,нет
1105.0,1.0,716.0,"Cats,Dogs",True,да
3030.0,2.0,1461.0,,False,нет
1150.0,1.0,703.0,"Cats,Dogs",True,да
1060.0,3.0,1300.0,"Cats,Dogs",True,да
995.0,2.0,1100.0,"Cats,Dogs",True,да
1800.0,1.0,500.0,"Cats,Dogs",True,да
1849.0,2.0,1135.0,,False,нет
2585.0,2.0,1362.0,,False,нет
860.0,1.0,700.0,"Cats,Dogs",True,да
2000.0,0.0,1252.0,"Cats,Dogs",True,да
809.0,1.0,460.0,,False,нет
1950.0,3.0,1200.0,"Cats,Dogs",True,да
1595.0,2.0,900.0,"Cats,Dogs",True,да
1360.0,2.0,848.0,,False,нет
2184.0,3.0,1300.0,,False,нет
775.0,2.0,825.0,"Cats,Dogs",True,да
2762.0,2.0,600.0,,False,нет
3135.0,1.0,612.0,,False,нет
3102.0,1.0,612.0,,False,нет
1150.0,1.0,700.0,,False,нет
850.0,1.0,500.0,,False,нет
1156.0,1.0,300.0,,False,нет
3863.0,2.0,1094.0,,False,нет
700.0,0.0,300.0,,False,нет
2400.0,2.0,1500.0,,False,нет
781.0,2.0,830.0,"Cats,Dogs",True,да
1466.0,1.0,644.0,,False,нет
1355.0,2.0,1074.0,"Cats,Dogs",True,да
1199.0,2.0,520.0,,False,нет
862.0,1.0,673.0,,False,нет
852.0,1.0,673.0,,False,нет
1755.0,1.0,827.0,"Cats,Dogs",True,да
1500.0,1.0,550.0,,False,нет
1464.0,1.0,810.0,,False,нет
1600.0,2.0,1020.0,"Cats,Dogs",True,да
1042.0,2.0,993.0,"Cats,Dogs",True,да
1000.0,3.0,1355.0,"Cats,Dogs",True,да
860.0,2.0,1228.0,"Cats,Dogs",True,да
1170.0,2.0,1185.0,"Cats,Dogs",True,да
995.0,1.0,661.0,,False,нет
810.0,2.0,940.0,"Cats,Dogs",True,да
1385.0,2.0,1050.0,"Cats,Dogs",True,да
6500.0,2.0,1620.0,,False,нет
625.0,1.0,603.0,"Cats,Dogs",True,да
1700.0,2.0,980.0,,False,нет
1380.0,2.0,1190.0,"Cats,Dogs",True,да
950.0,1.0,600.0,,False,нет
1409.0,2.0,900.0,,False,нет
1799.0,2.0,960.0,,False,нет
1560.0,2.0,1237.0,,False,нет
1156.0,2.0,1099.0,"Cats,Dogs",True,да
1299.0,1.0,837.0,,False,нет
1023.0,1.0,750.0,,False,нет
1230.0,1.0,928.0,"Cats,Dogs",True,да
550.0,2.0,840.0,,False,нет
2495.0,3.0,1199.0,"Cats,Dogs",True,да
550.0,2.0,840.0,,False,нет
1895.0,2.0,1070.0,"Cats,Dogs",True,да
1668.0,1.0,640.0,"Cats,Dogs",True,да
715.0,1.0,572.0,"Cats,Dogs",True,да
1109.0,3.0,1236.0,,False,нет
1100.0,1.0,550.0,,False,нет
1350.0,2.0,934.0,,False,нет
682.0,1.0,667.0,,False,нет
1586.0,1.0,557.0,,False,нет
756.0,2.0,793.0,"Cats,Dogs",True,да
1305.0,1.0,765.0,,False,нет
2868.0,2.0,1101.0,,False,нет
1473.0,1.0,818.0,,False,нет
2100.0,3.0,900.0,,False,нет
1575.0,2.0,1062.0,,False,нет
1852.0,2.0,1128.0,,False,нет
755.0,2.0,793.0,"Cats,Dogs",True,да
851.0,2.0,957.0,"Cats,Dogs",True,да
875.0,1.0,731.0,,False,нет
696.0,1.0,738.0,"Cats,Dogs",True,да
675.0,1.0,744.0,"Cats,Dogs",True,да
1203.0,1.0,775.0,,False,нет
875.0,1.0,731.0,,False,нет
624.0,1.0,558.0,"Cats,Dogs",True,да
1450.0,1.0,710.0,,False,нет
1376.0,1.0,657.0,"Cats,Dogs",True,да
1475.0,3.0,1234.0,,False,нет
1485.0,2.0,1710.0,,False,нет
2241.0,2.0,457.0,"Cats,Dogs",True,да
1648.0,2.0,948.0,,False,нет
1567.0,2.0,788.0,"Cats,Dogs",True,да
2745.0,1.0,664.0,,False,нет
1602.0,2.0,823.0,,False,нет
1770.0,1.0,637.0,"Cats,Dogs",True,да
1455.0,2.0,964.0,"Cats,Dogs",True,да
1485.0,2.0,1058.0,"Cats,Dogs",True,да
925.0,2.0,560.0,,False,нет
695.0,1.0,682.0,,False,нет
1400.0,1.0,775.0,,False,нет
548.0,2.0,750.0,,False,нет
1675.0,1.0,938.0,"Cats,Dogs",True,да
529.0,1.0,587.0,,False,нет
695.0,1.0,682.0,,False,нет
1711.0,3.0,800.0,,False,нет
600.0,1.0,550.0,"Cats,Dogs",True,да
900.0,1.0,900.0,,False,нет
2195.0,4.0,2043.0,,False,нет
2200.0,3.0,1725.0,,False,нет
2000.0,4.0,2500.0,,False,нет
2095.0,4.0,3467.0,,False,нет
785.0,2.0,975.0,,False,нет
960.0,3.0,1158.0,"Cats,Dogs",True,да
3155.0,1.0,683.0,"Cats,Dogs",True,да
795.0,1.0,764.0,"Cats,Dogs",True,да
1663.0,1.0,648.0,,False,нет
1095.0,2.0,1030.0,"Cats,Dogs",True,да
1865.0,1.0,786.0,"Cats,Dogs",True,да
1950.0,1.0,750.0,,False,нет
784.0,1.0,585.0,,False,нет
2480.0,2.0,1092.0,"Cats,Dogs",True,да
1795.0,1.0,805.0,,False,нет
1610.0,3.0,1491.0,"Cats,Dogs",True,да
2280.0,3.0,1410.0,,False,нет
1558.0,2.0,810.0,,False,нет
1495.0,2.0,903.0,,False,нет
895.0,3.0,1641.0,,False,нет
2775.0,2.0,950.0,,False,нет
1060.0,1.0,841.0,,False,нет
1125.0,2.0,1404.0,"Cats,Dogs",True,да
1410.0,1.0,750.0,"Cats,Dogs",True,да
2450.0,2.0,850.0,,False,нет
1000.0,1.0,735.0,,False,нет
1615.0,2.0,1186.0,"Cats,Dogs",True,да
1545.0,1.0,710.0,,False,нет
1670.0,1.0,694.0,,False,нет
1054.0,1.0,713.0,,False,нет
1710.0,3.0,1491.0,"Cats,Dogs",True,да
1445.0,2.0,1105.0,,False,нет
1375.0,2.0,1125.0,"Cats,Dogs",True,да
1280.0,1.0,648.0,,False,нет
1325.0,1.0,726.0,,False,нет
1750.0,1.0,1185.0,,False,нет
1083.0,1.0,770.0,"Cats,Dogs",True,да
1380.0,2.0,1025.0,"Cats,Dogs",True,да
1325.0,1.0,726.0,,False,нет
1205.0,2.0,1073.0,,False,нет
1495.0,2.0,970.0,,False,нет
1170.0,2.0,1202.0,,False,нет
1595.0,2.0,1014.0,,False,нет
1450.0,1.0,826.0,,False,нет
1947.0,1.0,700.0,,False,нет
1169.0,2.0,1425.0,,False,нет
1844.0,1.0,700.0,,False,нет
2250.0,2.0,1100.0,,False,нет
1559.0,1.0,550.0,Cats,True,да
1758.0,1.0,694.0,"Cats,Dogs",True,да
1484.0,1.0,665.0,,False,нет
1720.0,1.0,658.0,"Cats,Dogs",True,да
1300.0,1.0,780.0,,False,нет
1695.0,2.0,1104.0,,False,нет
1315.0,1.0,818.0,,False,нет
1175.0,1.0,851.0,"Cats,Dogs",True,да
2212.0,2.0,1088.0,"Cats,Dogs",True,да
1150.0,1.0,823.0,,False,нет
1250.0,2.0,861.0,"Cats,Dogs",True,да
1435.0,2.0,1285.0,,False,нет
2269.0,2.0,1091.0,,False,нет
1437.0,2.0,1085.0,,False,нет
1605.0,2.0,1159.0,,False,нет
1183.0,1.0,820.0,Cats,True,да
2850.0,2.0,1763.0,"Cats,Dogs",True,да
702.0,1.0,826.0,,False,нет
1125.0,1.0,861.0,"Cats,Dogs",True,да
1450.0,1.0,756.0,,False,нет
1764.0,2.0,1079.0,,False,нет
3305.0,2.0,1125.0,,False,нет
3455.0,2.0,1188.0,,False,нет
1095.0,1.0,700.0,,False,нет
1599.0,2.0,1326.0,"Cats,Dogs",True,да
1785.0,2.0,1165.0,"Cats,Dogs",True,да
2365.0,2.0,771.0,,False,нет
1010.0,1.0,892.0,,False,нет
1173.0,2.0,1155.0,,False,нет
741.0,1.0,525.0,Cats,True,да
1275.0,3.0,1422.0,"Cats,Dogs",True,да
895.0,2.0,920.0,,False,нет
1100.0,1.0,918.0,,False,нет
1680.0,3.0,1304.0,"Cats,Dogs",True,да
910.0,3.0,1205.0,"Cats,Dogs",True,да
1524.0,2.0,1294.0,,False,нет
1680.0,2.0,1018.0,,False,нет
3800.0,2.0,1100.0,,False,нет
1130.0,2.0,1017.0,,False,нет
1493.0,2.0,1236.0,,False,нет
1208.0,2.0,1050.0,"Cats,Dogs",True,да
1180.0,2.0,875.0,"Cats,Dogs",True,да
1299.0,2.0,1125.0,"Cats,Dogs",True,да
1227.0,1.0,799.0,"Cats,Dogs",True,да
1688.0,2.0,1082.0,"Cats,Dogs",True,да
759.0,1.0,650.0,"Cats,Dogs",True,да
1472.0,1.0,830.0,,False,нет
2640.0,1.0,912.0,"Cats,Dogs",True,да
1279.0,3.0,1209.0,,False,нет
1175.0,2.0,990.0,,False,нет
1408.0,1.0,809.0,,False,нет
1850.0,2.0,820.0,,False,нет
1536.0,2.0,905.0,,False,нет
3200.0,4.0,2164.0,,False,нет
958.0,1.0,630.0,"Cats,Dogs",True,да
1275.0,1.0,716.0,,False,нет
875.0,2.0,900.0,,False,нет
1175.0,2.0,826.0,,False,нет
1305.0,1.0,716.0,,False,нет
1525.0,2.0,1280.0,,False,нет
885.0,1.0,676.0,"Cats,Dogs",True,да
1555.0,2.0,1061.0,,False,нет
1589.0,2.0,1178.0,"Cats,Dogs",True,да
1230.0,2.0,1050.0,"Cats,Dogs",True,да
1975.0,3.0,1364.0,"Cats,Dogs",True,да
1030.0,1.0,833.0,,False,нет
2145.0,2.0,800.0,,False,нет
1669.0,1.0,615.0,,False,нет
1091.0,1.0,687.0,,False,нет
1889.0,2.0,1200.0,,False,нет
725.0,2.0,950.0,,False,нет
3945.0,1.0,787.0,"Cats,Dogs",True,да
658.0,1.0,700.0,,False,нет
2600.0,4.0,1624.0,,False,нет
1763.0,2.0,1259.0,"Cats,Dogs",True,да
695.0,1.0,472.0,"Cats,Dogs",True,да
2425.0,2.0,1013.0,"Cats,Dogs",True,да
1739.0,1.0,741.0,,False,нет
1059.0,2.0,961.0,,False,нет
959.0,2.0,961.0,,False,нет
1995.0,2.0,1107.0,,False,нет
1857.0,3.0,1751.0,"Cats,Dogs",True,да
1350.0,1.0,750.0,"Cats,Dogs",True,да
895.0,1.0,550.0,,False,нет
2038.0,1.0,784.0,"Cats,Dogs",True,да
1428.0,1.0,776.0,,False,нет
2070.0,2.0,1031.0,"Cats,Dogs",True,да
4895.0,2.0,1666.0,,False,нет
725.0,2.0,1060.0,,False,нет
925.0,2.0,1023.0,,False,нет
550.0,1.0,450.0,,False,нет
1270.0,2.0,913.0,,False,нет
1965.0,1.0,730.0,"Cats,Dogs",True,да
950.0,2.0,1053.0,,False,нет
3199.0,2.0,1100.0,,False,нет
2020.0,2.0,1250.0,,False,нет
1670.0,2.0,1200.0,"Cats,Dogs",True,да
1127.0,1.0,477.0,,False,нет
675.0,1.0,675.0,,False,нет
725.0,2.0,850.0,,False,нет
1101.0,1.0,477.0,,False,нет
760.0,1.0,635.0,,False,нет
1250.0,2.0,1050.0,"Cats,Dogs",True,да
1200.0,3.0,1600.0,,False,нет
1034.0,2.0,1100.0,"Cats,Dogs",True,да
2252.0,2.0,1256.0,"Cats,Dogs",True,да
879.0,1.0,701.0,,False,нет
1588.0,2.0,998.0,"Cats,Dogs",True,да
1450.0,2.0,825.0,"Cats,Dogs",True,да
3695.0,2.0,2646.0,,False,нет
1849.0,1.0,1035.0,,False,нет
2174.0,2.0,1250.0,,False,нет
999.0,3.0,1350.0,,False,нет
1695.0,2.0,1175.0,"Cats,Dogs",True,да
1189.0,3.0,1350.0,,False,нет
775.0,2.0,800.0,,False,нет
4950.0,4.0,2483.0,,False,нет
2070.0,1.0,814.0,"Cats,Dogs",True,да
1300.0,2.0,1156.0,"Cats,Dogs",True,да
2030.0,1.0,776.0,,False,нет
2300.0,4.0,1900.0,,False,нет
1800.0,3.0,1225.0,,False,нет
1669.0,1.0,718.0,,False,нет
545.0,3.0,1325.0,"Cats,Dogs",True,да
1366.0,1.0,786.0,,False,нет
1115.0,1.0,738.0,,False,нет
1067.0,1.0,835.0,"Cats,Dogs",True,да
625.0,2.0,1024.0,"Cats,Dogs",True,да
2850.0,2.0,970.0,"Cats,Dogs",True,да
1620.0,2.0,1089.0,,False,нет
1210.0,3.0,1375.0,"Cats,Dogs",True,да
1296.0,2.0,1014.0,,False,нет
1812.0,3.0,1445.0,,False,нет
1040.0,1.0,746.0,"Cats,Dogs",True,да
1366.0,1.0,786.0,,False,нет
1905.0,3.0,1309.0,"Cats,Dogs",True,да
1580.0,1.0,650.0,"Cats,Dogs",True,да
2338.0,1.0,717.0,,False,нет
1100.0,2.0,950.0,"Cats,Dogs",True,да
1765.0,1.0,406.0,"Cats,Dogs",True,да
2344.0,2.0,1300.0,"Cats,Dogs",True,да
1145.0,1.0,778.0,,False,нет
1269.0,2.0,762.0,,False,нет
2648.0,2.0,1826.0,,False,нет
1535.0,2.0,1080.0,"Cats,Dogs",True,да
2360.0,4.0,1560.0,"Cats,Dogs",True,да
1319.0,2.0,833.0,,False,нет
695.0,1.0,400.0,,False,нет
2800.0,3.0,800.0,,False,нет
1095.0,1.0,768.0,"Cats,Dogs",True,да
895.0,2.0,992.0,,False,нет
1259.0,3.0,790.0,,False,нет
1429.0,3.0,1355.0,,False,нет
1030.0,1.0,817.0,"Cats,Dogs",True,да
2223.0,2.0,1295.0,,False,нет
1309.0,2.0,1326.0,,False,нет
1179.0,2.0,1154.0,"Cats,Dogs",True,да
765.0,1.0,780.0,,False,нет
2400.0,3.0,1736.0,,False,нет
783.0,2.0,951.0,"Cats,Dogs",True,да
885.0,1.0,672.0,,False,нет
1465.0,3.0,1568.0,"Cats,Dogs",True,да
